   1.4222700e-15   1.5270200e+01
   1.5805900e-02   1.3968600e-12
   6.3840600e-02   3.5563800e-13
   1.4500300e-01   1.6095400e-13
   2.6014800e-01   9.2185500e-14
   4.1008400e-01   6.0068200e-14
   5.9557600e-01   4.2466200e-14
   8.1733500e-01   3.1759200e-14
   1.0760300e+00   2.4749100e-14
   1.3722600e+00   1.9901200e-14
   1.7065900e+00   1.6403600e-14
   2.0795200e+00   1.3793600e-14
   2.4914900e+00   1.1791500e-14
   2.9429000e+00   1.0220200e-14
   3.4340600e+00   8.9628400e-15
   3.9652500e+00   7.9399200e-15
   4.5366800e+00   7.0957100e-15
   5.1484800e+00   6.3902000e-15
   5.8007400e+00   5.7940500e-15
   6.4934900e+00   5.2853200e-15
   7.2266600e+00   4.8473700e-15
   8.0001500e+00   4.4673600e-15
   8.8137900e+00   4.1352600e-15
   9.6673400e+00   3.8431300e-15
   1.0560500e+01   3.5846400e-15
   1.1492900e+01   3.3546700e-15
   1.2464000e+01   3.1490500e-15
   1.3473500e+01   2.9643500e-15
   1.4520600e+01   2.7977200e-15
   1.5604900e+01   2.6468100e-15
   1.6725500e+01   2.5096200e-15
   1.7881800e+01   2.3844800e-15
   1.9072900e+01   2.2699600e-15
   2.0297900e+01   2.1648400e-15
   2.1555900e+01   2.0680700e-15
   2.2845800e+01   1.9787600e-15
   2.4166700e+01   1.8961100e-15
   2.5517300e+01   1.8194600e-15
   2.6896500e+01   1.7481900e-15
   2.8303100e+01   1.6818000e-15
   2.9735800e+01   1.6198100e-15
   3.1193200e+01   1.5618400e-15
   3.2673900e+01   1.5075200e-15
   3.4176600e+01   1.4565300e-15
   3.5699600e+01   1.4085800e-15
   3.7241600e+01   1.3634200e-15
   3.8800800e+01   1.3208200e-15
   4.0375800e+01   1.2805900e-15
   4.1964800e+01   1.2425300e-15
   4.3566200e+01   1.2064800e-15
   4.5178200e+01   1.1722800e-15
   4.6799100e+01   1.1398100e-15
   4.8427100e+01   1.1089400e-15
   5.0060400e+01   1.0795500e-15
   5.1697100e+01   1.0515500e-15
   5.3335500e+01   1.0248400e-15
   5.4973600e+01   9.9933400e-16
   5.6609600e+01   9.7495200e-16
   5.8241500e+01   9.5162500e-16
   5.9867400e+01   9.2928500e-16
   6.1485500e+01   9.0787100e-16
   6.3093800e+01   8.8732800e-16
   6.4690400e+01   8.6760200e-16
   6.6273300e+01   8.4864700e-16
   6.7840700e+01   8.3041800e-16
   6.9390700e+01   8.1287300e-16
   7.0921300e+01   7.9597400e-16
   7.2430600e+01   7.7968600e-16
   7.3916900e+01   7.6397500e-16
   7.5378200e+01   7.4881100e-16
   7.6812700e+01   7.3416500e-16
   7.8218600e+01   7.2001000e-16
   7.9594200e+01   7.0632200e-16
   8.0937700e+01   6.9306900e-16
   8.2247400e+01   6.8022100e-16
   8.3521600e+01   6.6776000e-16
   8.4758800e+01   6.5566600e-16
   8.5957200e+01   6.4392200e-16
   8.7115400e+01   6.3251200e-16
   8.8231800e+01   6.2142000e-16
   8.9305100e+01   6.1063100e-16
   9.0333800e+01   6.0013300e-16
   9.1316600e+01   5.8991200e-16
   9.2252100e+01   5.7995600e-16
   9.3139200e+01   5.7025300e-16
   9.3976700e+01   5.6079300e-16
   9.4763500e+01   5.5156400e-16
   9.5498600e+01   5.4255800e-16
   9.6180900e+01   5.3376600e-16
   9.6809600e+01   5.2517800e-16
   9.7383800e+01   5.1678600e-16
   9.7902900e+01   5.0858300e-16
   9.8366000e+01   5.0056100e-16
   9.8772600e+01   4.9271400e-16
   9.9122100e+01   4.8503300e-16
   9.9414100e+01   4.7751300e-16
   9.9648100e+01   4.7014800e-16
   9.9823900e+01   4.6293200e-16
   9.9941300e+01   4.5585900e-16
   1.0000000e+02   4.4892500e-16
   1.0000000e+02   4.4212300e-16
   9.9941300e+01   4.3545000e-16
   9.9823900e+01   4.2889900e-16
   9.9648100e+01   4.2246800e-16
   9.9414100e+01   4.1615000e-16
   9.9122100e+01   4.0994300e-16
   9.8772600e+01   4.0384200e-16
   9.8366000e+01   3.9784300e-16
   9.7902900e+01   3.9194400e-16
   9.7383800e+01   3.8614000e-16
   9.6809600e+01   3.8042800e-16
   9.6180900e+01   3.7480500e-16
   9.5498600e+01   3.6926900e-16
   9.4763500e+01   3.6381500e-16
   9.3976700e+01   3.5844200e-16
   9.3139200e+01   3.5314700e-16
   9.2252100e+01   3.4792600e-16
   9.1316600e+01   3.4277800e-16
   9.0333800e+01   3.3770000e-16
   8.9305100e+01   3.3269000e-16
   8.8231800e+01   3.2774400e-16
   8.7115400e+01   3.2286300e-16
   8.5957200e+01   3.1804400e-16
   8.4758800e+01   3.1328400e-16
   8.3521600e+01   3.0858200e-16
   8.2247400e+01   3.0393600e-16
   8.0937700e+01   2.9934400e-16
   7.9594200e+01   2.9480400e-16
   7.8218600e+01   2.9031400e-16
   7.6812700e+01   2.8587200e-16
   7.5378200e+01   2.8147500e-16
   7.3916900e+01   2.7712200e-16
   7.2430600e+01   2.7281000e-16
   7.0921300e+01   2.6853800e-16
   6.9390700e+01   2.6430300e-16
   6.7840700e+01   2.6010100e-16
   6.6273300e+01   2.5593200e-16
   6.4690400e+01   2.5179200e-16
   6.3093800e+01   2.4768100e-16
   6.1485500e+01   2.4359800e-16
   5.9867400e+01   2.3954300e-16
   5.8241500e+01   2.3551500e-16
   5.6609600e+01   2.3151400e-16
   5.4973600e+01   2.2754000e-16
   5.3335500e+01   2.2358900e-16
   5.1697100e+01   2.1966300e-16
   5.0060400e+01   2.1576200e-16
   4.8427100e+01   2.1188500e-16
   4.6799100e+01   2.0803200e-16
   4.5178200e+01   2.0420200e-16
   4.3566200e+01   2.0039600e-16
   4.1964800e+01   1.9661400e-16
   4.0375800e+01   1.9285400e-16
   3.8800800e+01   1.8911500e-16
   3.7241600e+01   1.8539700e-16
   3.5699600e+01   1.8169900e-16
   3.4176600e+01   1.7802400e-16
   3.2673900e+01   1.7437000e-16
   3.1193200e+01   1.7073400e-16
   2.9735800e+01   1.6711500e-16
   2.8303100e+01   1.6350900e-16
   2.6896500e+01   1.5991300e-16
   2.5517300e+01   1.5632500e-16
   2.4166700e+01   1.5274100e-16
   2.2845800e+01   1.4916000e-16
   2.1555900e+01   1.4558000e-16
   2.0297900e+01   1.4199500e-16
   1.9072900e+01   1.3839900e-16
   1.7881800e+01   1.3478200e-16
   1.6725500e+01   1.3113700e-16
   1.5604900e+01   1.2746400e-16
   1.4520600e+01   1.2376700e-16
   1.3473500e+01   1.2005000e-16
   1.2464000e+01   1.1631100e-16
   1.1492900e+01   1.1255300e-16
   1.0560500e+01   1.0877400e-16
   9.6673400e+00   1.0497400e-16
   8.8137900e+00   1.0115200e-16
   8.0001500e+00   9.7311600e-17
   7.2266600e+00   9.3457600e-17
   6.4934900e+00   8.9595700e-17
   5.8007400e+00   8.5733700e-17
   5.1484800e+00   8.1873100e-17
   4.5366800e+00   7.8004700e-17
   3.9652500e+00   7.4110900e-17
   3.4340600e+00   7.0181200e-17
   2.9429000e+00   6.6226900e-17
   2.4914900e+00   6.2253600e-17
   2.0795200e+00   5.8258900e-17
   1.7065900e+00   5.4259600e-17
   1.3722600e+00   5.0266900e-17
   1.0760300e+00   4.6295700e-17
   8.1733500e-01   4.2340100e-17
   5.9557600e-01   3.8298200e-17
   4.1008400e-01   3.4067200e-17
   2.6014800e-01   2.9608800e-17
   1.4500300e-01   2.5090500e-17
   6.3840600e-02   2.0894600e-17
   1.5805900e-02   1.7634700e-17
   2.3544500e-31   1.7634700e-17
