   6.5331400e-15   8.8921200e+01
   6.0145400e-03   1.8000000e+02
   2.4243000e-02   1.8000000e+02
   5.4956000e-02   1.8000000e+02
   9.8385100e-02   1.8000000e+02
   1.5472100e-01   1.8000000e+02
   2.2411300e-01   1.8000000e+02
   3.0666500e-01   1.8000000e+02
   4.0244100e-01   1.8000000e+02
   5.1145500e-01   1.8000000e+02
   6.3367700e-01   1.8000000e+02
   7.6903000e-01   1.8000000e+02
   9.1738800e-01   1.8000000e+02
   1.0785800e+00   1.8000000e+02
   1.2523800e+00   1.8000000e+02
   1.4385100e+00   1.8000000e+02
   1.6366600e+00   1.8000000e+02
   1.8464500e+00   1.8000000e+02
   2.0674700e+00   1.8000000e+02
   2.2992300e+00   1.8000000e+02
   2.5412300e+00   1.8000000e+02
   2.7928900e+00   1.8000000e+02
   3.0535800e+00   1.8000000e+02
   3.3226600e+00   1.8000000e+02
   3.5993900e+00   1.8000000e+02
   3.8830200e+00   1.8000000e+02
   4.1727500e+00   1.8000000e+02
   4.4677100e+00   1.8000000e+02
   4.7670300e+00   1.8000000e+02
   5.0697600e+00   1.8000000e+02
   5.3749200e+00   1.8000000e+02
   5.6814900e+00   1.8000000e+02
   5.9884400e+00   1.8000000e+02
   6.2946500e+00   1.8000000e+02
   6.5990200e+00   1.8000000e+02
   6.9003800e+00   1.8000000e+02
   7.1975600e+00   1.8000000e+02
   7.4893300e+00   1.8000000e+02
   7.7744600e+00   1.8000000e+02
   8.0517000e+00   1.8000000e+02
   8.3197500e+00   1.8000000e+02
   8.5773300e+00   1.8000000e+02
   8.8231200e+00   1.8000000e+02
   9.0557800e+00   1.8000000e+02
   9.2739900e+00   1.8000000e+02
   9.4764000e+00   1.8000000e+02
   9.6616600e+00   1.8000000e+02
   9.8284300e+00   1.8000000e+02
   9.9753600e+00   1.8000000e+02
   1.0101100e+01   1.8000000e+02
   1.0204300e+01   1.8000000e+02
   1.0283700e+01   1.8000000e+02
   1.0337900e+01   1.8000000e+02
   1.0365700e+01   1.8000000e+02
   1.0365700e+01   1.8000000e+02
   1.0336800e+01   1.8000000e+02
   1.0277700e+01   1.8000000e+02
   1.0187200e+01   1.8000000e+02
   1.0064200e+01   1.8000000e+02
   9.9074100e+00   1.8000000e+02
   9.7158900e+00   1.8000000e+02
   9.4885400e+00   1.8000000e+02
   9.2243600e+00   1.8000000e+02
   8.9223900e+00   1.8000000e+02
   8.5817100e+00   1.8000000e+02
   8.2014700e+00   1.8000000e+02
   7.7808400e+00   1.8000000e+02
   7.3191000e+00   1.8000000e+02
   6.8155300e+00   1.8000000e+02
   6.2695100e+00   1.8000000e+02
   5.6804800e+00   1.8000000e+02
   5.0479100e+00   1.8000000e+02
   4.3713900e+00   1.8000000e+02
   3.6505300e+00   1.8000000e+02
   2.8850400e+00   1.8000000e+02
   2.0746900e+00   1.8000000e+02
   1.2193200e+00   1.8000000e+02
   3.1886000e-01   1.8000000e+02
   6.2670100e-01  -1.3685300e-12
   1.6172900e+00  -5.5378300e-13
   2.6527600e+00  -3.5196100e-13
   3.7328800e+00  -2.6031800e-13
   4.8573400e+00  -2.0789100e-13
   6.0257600e+00  -1.7388800e-13
   7.2376600e+00  -1.5001100e-13
   8.4925100e+00  -1.3229600e-13
   9.7896600e+00  -1.1860900e-13
   1.1128400e+01  -1.0770200e-13
   1.2507900e+01  -9.8794000e-14
   1.3927400e+01  -9.1371700e-14
   1.5385900e+01  -8.5084400e-14
   1.6882200e+01  -7.9683900e-14
   1.8415400e+01  -7.4989700e-14
   1.9984200e+01  -7.0867300e-14
   2.1587200e+01  -6.7214600e-14
   2.3223300e+01  -6.3952300e-14
   2.4890800e+01  -6.1018400e-14
   2.6588400e+01  -5.8363100e-14
   2.8314300e+01  -5.5946600e-14
   3.0066900e+01  -5.3736200e-14
   3.1844500e+01  -5.1705000e-14
   3.3645200e+01  -4.9830600e-14
   3.5467200e+01  -4.8094300e-14
   3.7308400e+01  -4.6480200e-14
   3.9166700e+01  -4.4974700e-14
